# Avida Dominant Data
# Sat Apr  7 05:51:56 2012
#  1: Update
#  2: Average Merit of the Dominant Genotype
#  3: Average Gestation Time of the Dominant Genotype
#  4: Average Fitness of the Dominant Genotype
#  5: Repro Rate?
#  6: Size of Dominant Genotype
#  7: Copied Size of Dominant Genotype
#  8: Executed Size of Dominant Genotype
#  9: Abundance of Dominant Genotype
# 10: Number of Births
# 11: Number of Dominant Breed True?
# 12: Dominant Gene Depth
# 13: Dominant Breed In
# 14: Max Fitness?
# 15: Genotype ID of Dominant Genotype
# 16: Name of the Dominant Genotype

0 0 0 0 0 121 0 0 1 0 0 0 0 0 1 121-aaaaa 
50 30208 468 64.547 0.00213675 121 121 118 8 0 0 0 0 64.547 1 121-aaaaa 
100 30208 468 64.547 0.00213675 121 121 118 37 0 0 0 0 64.824 1 121-aaaaa 
150 30208 468 64.547 0.00213675 121 121 118 69 0 0 0 0 64.9634 1 121-aaaaa 
200 30208 468 64.547 0.00213675 121 121 118 126 23 22 0 0 65.1034 1 121-aaaaa 
250 30208 468 64.547 0.00213675 121 121 118 223 4 4 0 0 65.2441 1 121-aaaaa 
300 30208 468 64.547 0.00213675 121 121 118 297 0 0 0 0 65.3853 1 121-aaaaa 
350 30208 468 64.547 0.00213675 121 121 118 405 24 23 0 0 65.3853 1 121-aaaaa 
400 30208 468 64.547 0.00213675 121 121 118 503 38 35 0 0 65.3853 1 121-aaaaa 
450 30208 468 64.547 0.00213675 121 121 118 659 8 6 0 0 65.3853 1 121-aaaaa 
500 30208 468 64.547 0.00213675 121 121 118 719 9 8 0 0 65.5271 1 121-aaaaa 
550 30208 468 64.547 0.00213675 121 121 118 822 61 53 0 0 65.5271 1 121-aaaaa 
600 30208 468 64.547 0.00213675 121 121 118 910 23 22 0 0 65.6696 1 121-aaaaa 
650 30208 468 64.547 0.00213675 121 121 118 852 11 11 0 0 65.6696 1 121-aaaaa 
700 30208 468 64.547 0.00213675 121 121 118 766 31 30 0 0 65.8126 1 121-aaaaa 
750 30208 468 64.547 0.00213675 121 121 118 712 52 47 0 0 65.8126 1 121-aaaaa 
800 30208 468 64.547 0.00213675 121 121 118 681 23 23 0 0 65.8126 1 121-aaaaa 
850 30208 468 64.547 0.00213675 121 121 118 647 24 20 0 0 65.8126 1 121-aaaaa 
900 30208 468 64.547 0.00213675 121 121 118 579 40 37 0 0 65.8126 1 121-aaaaa 
950 30208 468 64.547 0.00213675 121 121 118 534 21 18 0 0 65.8126 1 121-aaaaa 
1000 30208 468 64.547 0.00213675 121 121 118 488 14 12 0 0 65.9563 1 121-aaaaa 
1050 29445 468 62.9167 0.00213675 121 121 118 414 0 0 0 0 2.06114 1 121-aaaaa 
1100 28424.1 468 60.7352 0.00213675 121 121 118 373 5 3 0 0 2.06114 1 121-aaaaa 
1150 27392.5 468 58.5309 0.00213675 121 121 118 341 40 36 0 0 2.06565 1 121-aaaaa 
1200 26649.1 468 56.9425 0.00213675 121 121 118 320 3 3 0 0 2.06114 1 121-aaaaa 
1250 26029.3 468 55.6182 0.00213675 121 121 118 290 2 2 0 0 2.07473 1 121-aaaaa 
1300 25495.5 468 54.4775 0.00213675 121 121 118 232 16 15 0 0 2.07473 1 121-aaaaa 
1350 24988.6 468 53.3945 0.00213675 121 121 118 237 23 21 0 0 2.07473 1 121-aaaaa 
1400 24549.2 468 52.4556 0.00213675 121 121 118 236 4 4 0 0 2.0793 1 121-aaaaa 
1450 24122.9 468 51.5447 0.00213675 121 121 118 204 4 4 0 0 2.07473 1 121-aaaaa 
1500 23740.9 468 50.7285 0.00213675 121 121 118 206 15 14 0 0 2.07473 1 121-aaaaa 
1550 23703 468 50.6473 0.00213675 121 121 118 198 10 9 0 0 66.1007 1 121-aaaaa 
1600 23785.7 468 50.8241 0.00213675 121 121 118 143 1 1 0 0 66.1007 1 121-aaaaa 
1650 23849.3 468 50.9601 0.00213675 121 121 118 128 5 5 0 0 66.2456 1 121-aaaaa 
