# Avida Dominant Data
# Sun Apr  8 00:14:46 2012
#  1: Update
#  2: Average Merit of the Dominant Genotype
#  3: Average Gestation Time of the Dominant Genotype
#  4: Average Fitness of the Dominant Genotype
#  5: Repro Rate?
#  6: Size of Dominant Genotype
#  7: Copied Size of Dominant Genotype
#  8: Executed Size of Dominant Genotype
#  9: Abundance of Dominant Genotype
# 10: Number of Births
# 11: Number of Dominant Breed True?
# 12: Dominant Gene Depth
# 13: Dominant Breed In
# 14: Max Fitness?
# 15: Genotype ID of Dominant Genotype
# 16: Name of the Dominant Genotype

0 0 0 0 0 121 0 0 1 0 0 0 0 0 1 121-aaaaa 
50 30208 468 64.547 0.00213675 121 121 118 8 0 0 0 0 64.547 1 121-aaaaa 
100 30208 468 64.547 0.00213675 121 121 118 37 0 0 0 0 64.824 1 121-aaaaa 
150 30208 468 64.547 0.00213675 121 121 118 69 0 0 0 0 64.9634 1 121-aaaaa 
200 30208 468 64.547 0.00213675 121 121 118 126 23 22 0 0 65.1034 1 121-aaaaa 
250 30208 468 64.547 0.00213675 121 121 118 223 4 4 0 0 65.2441 1 121-aaaaa 
300 30208 468 64.547 0.00213675 121 121 118 297 0 0 0 0 65.3853 1 121-aaaaa 
350 30208 468 64.547 0.00213675 121 121 118 405 24 23 0 0 65.3853 1 121-aaaaa 
400 30208 468 64.547 0.00213675 121 121 118 503 38 35 0 0 65.3853 1 121-aaaaa 
450 30208 468 64.547 0.00213675 121 121 118 659 8 6 0 0 65.3853 1 121-aaaaa 
500 30208 468 64.547 0.00213675 121 121 118 719 9 8 0 0 65.5271 1 121-aaaaa 
550 30208 468 64.547 0.00213675 121 121 118 822 61 53 0 0 65.5271 1 121-aaaaa 
600 30208 468 64.547 0.00213675 121 121 118 910 23 22 0 0 65.6696 1 121-aaaaa 
650 30208 468 64.547 0.00213675 121 121 118 852 11 11 0 0 65.6696 1 121-aaaaa 
700 30208 468 64.547 0.00213675 121 121 118 766 31 30 0 0 65.8126 1 121-aaaaa 
750 30208 468 64.547 0.00213675 121 121 118 712 52 47 0 0 65.8126 1 121-aaaaa 
800 30208 468 64.547 0.00213675 121 121 118 681 23 23 0 0 65.8126 1 121-aaaaa 
850 30208 468 64.547 0.00213675 121 121 118 647 24 20 0 0 65.8126 1 121-aaaaa 
900 30208 468 64.547 0.00213675 121 121 118 579 40 37 0 0 65.8126 1 121-aaaaa 
950 30208 468 64.547 0.00213675 121 121 118 534 21 18 0 0 65.8126 1 121-aaaaa 
1000 30208 468 64.547 0.00213675 121 121 118 488 14 12 0 0 65.9563 1 121-aaaaa 
1050 29803 468 63.6816 0.00213675 121 121 118 320 0 0 0 0 2.04329 1 121-aaaaa 
1100 29749 468 63.5663 0.00213675 121 121 118 260 5 4 0 0 2.05217 1 121-aaaaa 
1150 29546.4 468 63.1333 0.00213675 121 121 118 236 0 0 0 0 2.05217 1 121-aaaaa 
1200 29546.4 468 63.1333 0.00213675 121 121 118 208 0 0 0 0 2.06565 1 121-aaaaa 
1250 29546.4 468 63.1333 0.00213675 121 121 118 167 0 0 0 0 2.06565 1 121-aaaaa 
1300 29546.4 468 63.1333 0.00213675 121 121 118 141 0 0 0 0 2.06114 1 121-aaaaa 
1350 944 468 2.01709 0.00213675 121 121 118 132 5 5 1 0 2.06114 6663 121-aacbc 
1400 944 468 2.01709 0.00213675 121 121 118 149 11 10 1 0 2.06565 6663 121-aacbc 
1450 944 468 2.01709 0.00213675 121 121 118 137 2 2 1 0 2.06565 6663 121-aacbc 
1500 944 468 2.01709 0.00213675 121 121 118 166 9 9 1 0 2.06565 6663 121-aacbc 
1550 944 468 2.01709 0.00213675 121 121 118 161 3 3 1 0 2.06565 6663 121-aacbc 
1600 944 468 2.01709 0.00213675 121 121 118 112 1 1 1 0 65.5271 6663 121-aacbc 
1650 30077.4 464.424 64.7626 0.00215321 121 121 117.49 148 29 28 6 0 65.9563 13171 121-aadxs 
1700 30077.7 464.423 64.7634 0.00215321 121 121 117.491 136 22 20 6 0 65.8126 13171 121-aadxs 
