# Avida Dominant Data
# Sat Apr  7 01:29:59 2012
#  1: Update
#  2: Average Merit of the Dominant Genotype
#  3: Average Gestation Time of the Dominant Genotype
#  4: Average Fitness of the Dominant Genotype
#  5: Repro Rate?
#  6: Size of Dominant Genotype
#  7: Copied Size of Dominant Genotype
#  8: Executed Size of Dominant Genotype
#  9: Abundance of Dominant Genotype
# 10: Number of Births
# 11: Number of Dominant Breed True?
# 12: Dominant Gene Depth
# 13: Dominant Breed In
# 14: Max Fitness?
# 15: Genotype ID of Dominant Genotype
# 16: Name of the Dominant Genotype

0 0 0 0 0 121 0 0 1 0 0 0 0 0 1 121-aaaaa 
50 30208 468 64.547 0.00213675 121 121 118 8 0 0 0 0 64.547 1 121-aaaaa 
100 30208 468 64.547 0.00213675 121 121 118 45 0 0 0 0 64.547 1 121-aaaaa 
150 30208 468 64.547 0.00213675 121 121 118 119 0 0 0 0 64.6852 1 121-aaaaa 
200 30208 468 64.547 0.00213675 121 121 118 189 3 3 0 0 64.6852 1 121-aaaaa 
250 30208 468 64.547 0.00213675 121 121 118 277 25 24 0 0 64.824 1 121-aaaaa 
300 30208 468 64.547 0.00213675 121 121 118 392 14 13 0 0 64.9634 1 121-aaaaa 
350 30208 468 64.547 0.00213675 121 121 118 513 1 1 0 0 64.9634 1 121-aaaaa 
400 30208 468 64.547 0.00213675 121 121 118 590 13 10 0 0 65.2334 1 121-aaaaa 
450 30208 468 64.547 0.00213675 121 121 118 679 56 53 0 0 65.2441 1 121-aaaaa 
500 30208 468 64.547 0.00213675 121 121 118 751 20 19 0 0 65.2441 1 121-aaaaa 
550 30208 468 64.547 0.00213675 121 121 118 787 15 14 0 0 65.2441 1 121-aaaaa 
600 30208 468 64.547 0.00213675 121 121 118 803 37 34 0 0 65.2441 1 121-aaaaa 
650 30208 468 64.547 0.00213675 121 121 118 792 50 48 0 0 65.3853 1 121-aaaaa 
700 30208 468 64.547 0.00213675 121 121 118 703 25 25 0 0 65.5271 1 121-aaaaa 
750 30208 468 64.547 0.00213675 121 121 118 630 20 17 0 0 65.5271 1 121-aaaaa 
800 30208 468 64.547 0.00213675 121 121 118 630 45 40 0 0 65.5271 1 121-aaaaa 
850 30208 468 64.547 0.00213675 121 121 118 555 45 42 0 0 65.5271 1 121-aaaaa 
900 30208 468 64.547 0.00213675 121 121 118 526 12 11 0 0 65.5271 1 121-aaaaa 
950 30208 468 64.547 0.00213675 121 121 118 455 16 14 0 0 65.5271 1 121-aaaaa 
1000 30208 468 64.547 0.00213675 121 121 118 419 26 23 0 0 65.5271 1 121-aaaaa 
1050 30208 468 64.547 0.00213675 121 121 118 384 7 7 0 0 65.5271 1 121-aaaaa 
1100 30208 468 64.547 0.00213675 121 121 118 349 14 14 0 0 65.5271 1 121-aaaaa 
1150 30208 468 64.547 0.00213675 121 121 118 343 19 18 0 0 65.6696 1 121-aaaaa 
1200 30208 468 64.547 0.00213675 121 121 118 343 11 10 0 0 65.6696 1 121-aaaaa 
1250 30208 468 64.547 0.00213675 121 121 118 318 15 12 0 0 65.9563 1 121-aaaaa 
1300 30208 468 64.547 0.00213675 121 121 118 298 13 13 0 0 65.9563 1 121-aaaaa 
1350 30208 468 64.547 0.00213675 121 121 118 258 11 11 0 0 65.9563 1 121-aaaaa 
1400 30208 468 64.547 0.00213675 121 121 118 207 9 8 0 0 66.1007 1 121-aaaaa 
1450 30208 468 64.547 0.00213675 121 121 118 172 11 10 0 0 66.1007 1 121-aaaaa 
1500 30208 468 64.547 0.00213675 121 121 118 164 8 7 0 0 66.0824 1 121-aaaaa 
1550 30208 468 64.547 0.00213675 121 121 118 148 8 8 0 0 66.0824 1 121-aaaaa 
1600 30208 468 64.547 0.00213675 121 121 118 127 5 4 0 0 65.9563 1 121-aaaaa 
1650 30208 468 64.547 0.00213675 121 121 118 126 2 2 0 0 66.2261 1 121-aaaaa 
1700 30208 468 64.547 0.00213675 121 121 118 101 8 7 0 0 66.2261 1 121-aaaaa 
